Dataset Name,Record,Ocean basin,Regional Sea,Coastal or open ocean?,Sample Date,Sample Year,Sample Time (local),Sample Location,Sample Latitude,Sample Longitude,Water Temperature (approximate C),Sampling Platform,Bucket Used?,Sampling Site Information,Notes,Depth of Sample (M),"Wind Speed (knots, Marine only)",Wind Direction (Marine only),"What time was high tide on the day that you sampled? (closest to your sampling time, Marine only)",Lab Fields,Date Filtered,Date Counted,Sample Volume (L),Number of Filters,Sediment Load,Start Time,Stop Time,Blue–Round,Blue–Round < 1.5 mm new,Blue–Round 1.6-3.1 mm,Blue–Round 3.2-5 mm,Blue–Round 5.1-9.6 mm,Blue–Filament,Blue–Filament  < 1.5 mm new,Blue–Filament 1.6-3.1 mm ,Blue–Filament 3.2-5 mm,Blue–Filament 5.1-9.6 mm,Blue–Other Shape,Blue–Other Shape  < 1.5 mm new,Blue–Other Shape  1.6-3.1 mm,Blue–Other Shape 3.2-5 mm,Blue–Other Shape 5.1-9.6 mm,Red–Round,Red–Round  < 1.5 mm new,Red–Round  1.6-3.1 mm ,Red–Round 3.2-5 mm,Red–Round 5.1-9.6 mm,Red–Filament,Red–Filament  < 1.5 mm new,Red–Filament 1.6-3.1 mm ,Red–Filament 3.2-5 mm,Red–Filament 5.1-9.6 mm,Red–Other Shape,Red–Other Shape  < 1.5 mm new,Red–Other Shape 1.6-3.1 mm ,Red–Other Shape 3.2-5 mm,Red–Other Shape 5.1-9.6 mm,Transparent–Round,Transparent–Round  < 1.5 mm new,Transparent–Round 1.6-3.1 mm,Transparent–Round 3.2-5 mm,Transparent–Round 5.1-9.6 mm,Transparent–Filament,Transparent–Filament  < 1.5 mm new,Transparent–Filament  1.6-3.1 mm,Transparent–Filament 3.2-5 mm,Transparent–Filament 5.1-9.6 mm,Transparent–Other Shape,Transparent–Other Shape  < 1.5 mm new,Transparent–Other Shape  1.6-3.1 mm,Transparent–Other Shape 3.2-5 mm,Transparent–Other Shape 5.1-9.6 mm,Black–Round,Black–Round  < 1.5 mm new,Black–Round  1.6-3.1 mm,Black–Round 3.2-5 mm,Black–Round 5.1-9.6 mm,Black–Filament,Black–Filament  < 1.5 mm new,Black–Filament 1.6-3.1 mm,Black–Filament 3.2-5 mm,Black–Filament 5.1-9.6 mm,Black–Other Shape,Black–Other Shape  < 1.5 mm new,Black–Other Shape 1.6-3.1 mm,Black–Other Shape 3.2-5 mm,Black–Other Shape 5.1-9.6 mm,Green–Round  ,Green–Filament,Green–Other Shape,Other Color–Round,Other Color–Round  < 1.5 mm new,Other Color–Round 1.6-3.1 mm ,Other Color–Round 3.2-5 mm,Other Color–Round 5.1-9.6 mm,Other Color–Filament,Other Color–Filament  < 1.5 mm new,Other Color–Filament 1.6-3.1 mm,Other Color–Filament 3.2-5 mm,Other Color–Filament 5.1-9.6 mm,Other Color–Other Shape,Other Color–Other Shape  < 1.5 mm new,Other Color–Other Shape  1.6-3.1 mm,Other Color–Other Shape 3.2-5 mm,Other Color–Other Shape 5.1-9.6 mm,Total Blue,Total Blue <1.5mm,Total Blue 1.6-3.1 mm,Total Blue 3.2-5 mm,Total Blue 5.1-9.6,Total Red,Total Red <1.5 mm,Total Red 1.6-3.1 mm,Total Red 3.2-5 mm,Total Red 5.1-9.6 mm,Total Transparent,Total Transparent <1.5 mm,Total Transparent 1.6-3.1 mm,Total Transparent 3.2-5 mm,Total Transparent 5.1-9.6 mm,Total Black,Total Black <1.5 mm,Total Black  1.6-3.1 mm ,Total Black 3.2-5 mm,Total Black 5.1-9.6 mm,Total Other Color ,Total Other Color <1.5 mm,Total Other Color  1.6-3.1 mm ,Total Other Color  3.2-5 mm,Total Other Color  5.1-9.6 mm,Total Round,Total Filament,Total Other Shape,Total Pieces,Total Pieces/L,"Total Pieces/L (calculated, floored)",Sample Jar Material,Plastic Type,Lab Notes,
Worldwide Marine ,13,Atlantic,,Coastal,11/13/2013,2013,11:00,,38.3314,-76.4596,10.2,Sailboat/Large Vessel,No,,finally got temp sensor hooked up!,,20,N (348.75º - 11.25º),,,,,1,,,,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,,,,
Worldwide Marine ,14,Atlantic,,Coastal,11/16/2013,2013,8:00,,37.8014,-76.2905,10.1,Sailboat/Large Vessel,No,,"rained last night, this morning",,10,NE (33.75º - 56.25º),,,1/23/2015,2/3/2015,1.15,1,,11:42,11:50,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,12,10,10,Plastic,,,
Worldwide Marine ,15,Atlantic,,Coastal,11/16/2013,2013,8:00,,37.3026,-76.2937,10.8,Sailboat/Large Vessel,No,,,,10,NE (33.75º - 56.25º),,,1/23/2015,2/3/2015,1.35,1,,11:42,11:50,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,10,7.142857143,7,Plastic,,,
Worldwide Marine ,16,Atlantic,Caribbean,Coastal,11/17/2013,2013,11:35,,18.3047,-65.2968,27.2,Sailboat/Large Vessel,No,Island,,,15,E (78.75º - 101.25º),,,1/23/2015,2/3/2015,1.25,1,,14:16,14:20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,5,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,15,1,16,12.30769231,12,Plastic,,,
Worldwide Marine ,17,Atlantic,,Coastal,11/17/2013,2013,10:04,"Leopard Beach, Carcass Island, Falkland Islands",-51.3082,-60.5467,,,No,Island,"Leopard Beach, Carcass Island, Falkland Islands",,3,S (168.75º - 191.25º),,,10/7/2014,10/15/2014,1.15,1,,13:58,14:03,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,10,0,10,8.333333333,8,Plastic,,,
Worldwide Marine ,18,Atlantic,,Coastal,11/18/2013,2013,17:00,,36.8463,-76.3002,13.4,Sailboat/Large Vessel,No,,rained this morning,,10,NW (303.75º - 326.25º),,,1/23/2015,2/3/2015,0.95,1,,11:59,12:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,4,4,Plastic,,,
Worldwide Marine ,19,Atlantic,,Coastal,11/18/2013,2013,12:30,"Stanley, Falkland Islands",-51.6918,-57.8586,11,,No,Island,"Stanley, Falkland Islands",,2,S (168.75º - 191.25º),,,10/7/2014,10/15/2014,1.15,1,,14:15,14:19,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,12,3,15,12.5,12,Plastic,,,
Worldwide Marine ,21,Atlantic,,Coastal,11/21/2013,2013,10:29,,-54.8869,-67.9369,7,Sailboat/Large Vessel,No,Open Ocean,"Middle of the Beagle Channel, calm day, a few king crab fishermen around and a few traps",,0,,15:06,,,,1,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,6,0,6,6,6,,,,
Worldwide Marine ,23,Atlantic,,Coastal,11/21/2013,2013,9:00,"Stromness, South Georgia",-54.1567,-36.7097,3.5,,No,Island,"Stromness, South Georgia",,1,NW (303.75º - 326.25º),,,10/7/2014,10/15/2014,1.15,1,,10:00,10:09,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,2,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,11,0,11,9.166666667,9,Plastic,,,
Worldwide Marine ,24,Atlantic,,Open ocean,11/21/2013,2013,10:29,,31.3438,-71.3528,24.9,Sailboat/Large Vessel,No,Open Ocean,,,15,,15:06,,,,1.25,1,,,,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,22,0,0,0,0,10,0,0,0,0,35,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,73,4,77,61.6,61,Glass,,,
Worldwide Marine ,25,Atlantic,,Coastal,11/22/2013,2013,11:15,"Fortuna Bay, South Georgia",-54.132,-36.826,5,,No,Island,"Fortuna Bay, South Georgia",,3,SE (123.75º - 146.25º),,,10/7/2014,10/15/2014,0.95,1,,10:22,10:28,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,1,12,12,12,Plastic,,Very pinky red,
Worldwide Marine ,26,Atlantic,,Coastal,11/23/2013,2013,14:08,,-54.7383,-69.6171,7.1,Sailboat/Large Vessel,No,Rural Area,"At the head of a fjord, 550m away from where the glacier enters the water. Floating ice in water.",,2,E (78.75º - 101.25º),,,,,1,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,12,0,12,12,12,,,,
Worldwide Marine ,27,Atlantic,,Coastal,11/23/2013,2013,10:23,,-54.9431,-69.4812,9.3,Sailboat/Large Vessel,No,Rural Area,"Middle of a large fjord, some fishing activity in the fjord",,4,N (348.75º - 11.25º),,,,,1,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,,,,
Worldwide Marine ,28,Atlantic,,Open ocean,11/23/2013,2013,12:45,,30.5659,-70.6258,24.7,Sailboat/Large Vessel,No,,,,10,SW (213.75º - 236.25º),,,1/23/2015,2/3/2015,1.3,1,,12:39,12:43,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,30,22.22222222,22,Plastic,,Pretty clean-small fibers,
Worldwide Marine ,29,Atlantic,,Coastal,11/23/2013,2013,11:30,"St. Andrews Bay, South Georgia",-54.434,-36.187,3.5,,No,Island,"St' Andrews Bay, South Georgia",,1,W (258.75º - 281.25º),,,10/7/2014,10/15/2014,1.1,1,,10:56,11:07,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,8,0,0,0,0,2,0,0,0,0,1,14,0,15,13.04347826,13,Plastic,,Hairy filamentous pices in other color.  Feathers in sample.,
Worldwide Marine ,30,Atlantic,,Open ocean,11/24/2013,2013,12:55,,29.3275,-69.3097,24.6,Sailboat/Large Vessel,No,,,,10,SW (213.75º - 236.25º),,,1/23/2015,2/3/2015,1.3,1,,13:13,13:21,0,0,0,0,0,27,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,5,0,0,0,0,200,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,235,2,237,175.5555556,175,Plastic,,Too many small transparent to count-estimated 20 pieces for 9 rows,
Worldwide Marine ,31,Atlantic,,Open ocean,11/26/2013,2013,14:00,,25.8486,-67.5656,26.4,Sailboat/Large Vessel,No,,,,15,SE (123.75º - 146.25º),,,1/23/2015,2/3/2015,1.25,1,,13:22,13:28,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,4,0,0,0,0,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,0,38,29.23076923,29,Plastic,,,
Worldwide Marine ,32,Atlantic,Caribbean,Coastal,11/27/2013,2013,14:30,,21.221189,-86.732542,25.5,Dock/Jetty,No,Dock/Jetty,TORTUGAS GRANJA PIER,,4,NNE (11.25º - 33.75º),16:30,,,,1,,,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,10,10,10,,,,
Worldwide Marine ,33,Atlantic,,Open ocean,11/27/2013,2013,14:58,,24.2909,-67.3977,28,Sailboat/Large Vessel,No,,,,15,SE (123.75º - 146.25º),,,1/27/2015,2/3/2015,1.2,1,,13:30,13:39,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,2,41,32.8,32,Plastic,,Lots of dyed blue spots-unclear what they are-residue from microbeads?  Detritus.,
